nom_amenageur;siren_amenageur;contact_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;id_station_itinerance;id_station_local;nom_station;implantation_station;adresse_station;code_insee_commune;coordonneesXY;nbre_pdc;id_pdc_itinerance;id_pdc_local;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;condition_acces;reservation;horaires;accessibilite_pmr;restriction_gabarit;station_deux_roues;raccordement;num_pdl;date_mise_en_service;observations;date_maj;cable_t2_attache
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP02691001;;Hôtel de Ville;Parking public;Pl de l'hôtel de ville  02100 Saint-Quentin FRANCE;;[3.286247840,49.846617310];6;FRPKGE0269100141;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP02691001;;Hôtel de Ville;Parking public;Pl de l'hôtel de ville  02100 Saint-Quentin FRANCE;;[3.286247840,49.846617310];6;FRPKGE0269100151;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP02691001;;Hôtel de Ville;Parking public;Pl de l'hôtel de ville  02100 Saint-Quentin FRANCE;;[3.286247840,49.846617310];6;FRPKGE0269100161;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012001;;Belle Epoque;Parking public;avenue de general de gaulle  6240 Beausoleil  FRANCE;;[7.426838000,43.743098000];11;FRPKGE06012001101;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012001;;Belle Epoque;Parking public;avenue de general de gaulle  6240 Beausoleil  FRANCE;;[7.426838000,43.743098000];11;FRPKGE0601200141;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012001;;Belle Epoque;Parking public;avenue de general de gaulle  6240 Beausoleil  FRANCE;;[7.426838000,43.743098000];11;FRPKGE0601200151;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012001;;Belle Epoque;Parking public;avenue de general de gaulle  6240 Beausoleil  FRANCE;;[7.426838000,43.743098000];11;FRPKGE0601200161;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012001;;Belle Epoque;Parking public;avenue de general de gaulle  6240 Beausoleil  FRANCE;;[7.426838000,43.743098000];11;FRPKGE0601200171;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012001;;Belle Epoque;Parking public;avenue de general de gaulle  6240 Beausoleil  FRANCE;;[7.426838000,43.743098000];11;FRPKGE0601200181;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012001;;Belle Epoque;Parking public;avenue de general de gaulle  6240 Beausoleil  FRANCE;;[7.426838000,43.743098000];11;FRPKGE0601200191;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012002;;Libération;Parking public;1 place de la liberation  06240 Beausoleil  FRANCE;;[7.425849000,43.743520000];8;FRPKGE0601200211;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012002;;Libération;Parking public;1 place de la liberation  06240 Beausoleil  FRANCE;;[7.425849000,43.743520000];8;FRPKGE0601200221;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012002;;Libération;Parking public;1 place de la liberation  06240 Beausoleil  FRANCE;;[7.425849000,43.743520000];8;FRPKGE0601200231;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012002;;Libération;Parking public;1 place de la liberation  06240 Beausoleil  FRANCE;;[7.425849000,43.743520000];8;FRPKGE0601200241;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012002;;Libération;Parking public;1 place de la liberation  06240 Beausoleil  FRANCE;;[7.425849000,43.743520000];8;FRPKGE0601200251;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012002;;Libération;Parking public;1 place de la liberation  06240 Beausoleil  FRANCE;;[7.425849000,43.743520000];8;FRPKGE0601200261;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012002;;Libération;Parking public;1 place de la liberation  06240 Beausoleil  FRANCE;;[7.425849000,43.743520000];8;FRPKGE0601200271;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06012002;;Libération;Parking public;1 place de la liberation  06240 Beausoleil  FRANCE;;[7.425849000,43.743520000];8;FRPKGE0601200281;;22;false;true;false;false;false;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06027001;;Mattei et Renoir;Parking public;Passage des Pêcheurs  06800 Cagnes-sur-Mer FRANCE;;[7.153390000,43.664590000];2;FRPKGE0602700111;;3.7;false;true;false;false;true;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06027001;;Mattei et Renoir;Parking public;Passage des Pêcheurs  06800 Cagnes-sur-Mer FRANCE;;[7.153390000,43.664590000];2;FRPKGE0602700121;;3.7;false;true;false;false;true;;true;;;;Accès réservé;false;24/7;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001101;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE0602900111;;3.7;false;true;false;false;true;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001141;;22;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001151;;22;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001161;;3.7;false;true;false;false;true;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001171;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001181;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001191;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001201;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE0602900121;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001211;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001221;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001231;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE06029001241;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE0602900181;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06029001;;Palais Stéphanie;Parking privé à usage public;50 Bd de la Croisette, 06400 Cannes;;[7.025566600,43.550726100];25;FRPKGE0602900191;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 00:00-24:00,Tu 00:00-24:00,We 00:00-24:00,Th 00:00-24:00,Fr 00:00-24:00,Sa 00:00-24:00,Su 00:00-24:00;Accessibilité inconnue;Restriction de gabarit inconnue;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06069001;;Honoré Cresp;Parking public;17 Boulevard Fragonard  06130 Grasse FRANCE;;[6.921300888,43.657356262];2;FRPKGE0606900131;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 07:00-22:00,Tu 07:00-22:00,We 07:00-22:00,Th 07:00-22:00,Fr 07:00-22:00,Sa 07:00-22:00,Su 07:00-22:00;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
GROUPE INDIGO;;;GROUPE INDIGO;support.emobility.fr@group-indigo.com;;Réseau de recharge du groupe Indigo;FRPKGP06069001;;Honoré Cresp;Parking public;17 Boulevard Fragonard  06130 Grasse FRANCE;;[6.921300888,43.657356262];2;FRPKGE0606900141;;7.4;false;true;false;false;false;;true;;;;Accès réservé;false;Mo 07:00-22:00,Tu 07:00-22:00,We 07:00-22:00,Th 07:00-22:00,Fr 07:00-22:00,Sa 07:00-22:00,Su 07:00-22:00;Accessibilité inconnue;Hauteur maximale 1.90m;false;;;;;2025-12-30;
